Feature_ID,Coef
cg17916960,0.005298
cg16769623,0.005052
cg14466863,0.005032
cg01988325,0.004462
cg20017761,0.004345
cg27328431,0.003915
cg00390724,0.003655
cg04255276,0.003605
cg15062059,0.002889
cg16034652,0.002873
cg25502144,0.002742
cg26404867,0.002651
cg15866213,0.002585
cg18565200,0.00242
cg07935886,0.002336
cg20456258,0.002294
cg24940370,0.002219
cg12085977,0.001849
cg13264672,0.001782
cg13062618,0.001686
cg07492518,0.001617
cg20636351,0.001507
cg17518931,0.001465
cg00297912,0.001284
cg04576298,0.001172
cg04811706,0.001152
cg01598421,0.000903
cg15576517,0.000747
cg02016130,0.000345
cg18145047,-2.42E-05
cg01966334,-0.00013
cg05553829,-0.00015
cg11365913,-0.00016
cg12049093,-0.00043
cg09645818,-0.00051
cg04134399,-0.00057
cg22651812,-0.0006
cg22671717,-0.00082
cg01876548,-0.00135
cg12180191,-0.00153
cg10319629,-0.00204
cg27001894,-0.0021
cg08642843,-0.00224
cg07480754,-0.00227
cg26657240,-0.00237
cg07355157,-0.00275
cg01429859,-0.00292
cg21167269,-0.00307
cg14780446,-0.0034
cg04674383,-0.00351
cg25243766,-0.0036
cg02267698,-0.00401
cg27662789,-0.00444
cg03261347,-0.00484
cg19597498,-0.0049
cg09235788,-0.00503
cg02728595,-0.00509
cg06287775,-0.0051
cg18090331,-0.00555
cg23979631,-0.00557
cg11841038,-0.00569
cg01355753,-0.00597
cg16814680,-0.00599
cg19363889,-0.00628
cg26786800,-0.00637
cg15575700,-0.00675
cg21185826,-0.00709
cg12910906,-0.00716
cg12856447,-0.00743
cg05058758,-0.00763
cg03905795,-0.00772
cg02919116,-0.00796
cg13449368,-0.0081
cg10113589,-0.00864
cg00441709,-0.00886
cg22643110,-0.00888
cg02695349,-0.00904
cg26568304,-0.00937
cg25751198,-0.00949
cg03981074,-0.00967
cg18223453,-0.00967
cg06742719,-0.01019
cg01667133,-0.01026
cg20273485,-0.01046
cg26418147,-0.01066
cg02873885,-0.01109
cg10185424,-0.01117
cg07529122,-0.01122
cg07104958,-0.01129
cg13524082,-0.01133
cg18007837,-0.01161
cg26703956,-0.01162
cg24065451,-0.0119
cg15124303,-0.01197
cg19973659,-0.01252
cg27497751,-0.01288
cg08250879,-0.0131
cg18078387,-0.01332
cg13224758,-0.01348
cg14557185,-0.01368
cg14402017,-0.01377
cg23294158,-0.01391
cg22705835,-0.01394
cg17241283,-0.01396
cg11526630,-0.01401
cg00021532,-0.01452
cg26573274,-0.01458
cg15717448,-0.01484
cg07033475,-0.01515
cg02799643,-0.01546
cg21553980,-0.01546
cg14459772,-0.01583
cg21688209,-0.01681
cg07967210,-0.01715
cg25763542,-0.01728
cg03370704,-0.01729
cg17410650,-0.01783
cg21566513,-0.01787
cg24450063,-0.01796
cg02399249,-0.01807
cg26517831,-0.01863
cg12408189,-0.01879
cg03469617,-0.0189
cg06152845,-0.01893
cg03242905,-0.01905
cg08089693,-0.01922
cg15426459,-0.0196
cg25998745,-0.01976
cg16920191,-0.01977
cg10875695,-0.0199
cg15726025,-0.02
cg13073564,-0.02006
cg26537098,-0.0201
cg00586317,-0.02023
cg14702231,-0.02032
cg22972858,-0.02057
cg19514613,-0.0207
cg16302655,-0.02082
cg07809831,-0.02097
cg10035988,-0.02099
cg02874016,-0.02129
cg04243368,-0.02142
cg09544380,-0.02164
cg13708688,-0.02181
cg21052766,-0.02239
cg04983142,-0.02253
cg00363750,-0.02264
cg09117114,-0.02289
cg07876788,-0.02302
cg11086760,-0.0239
cg00738934,-0.02394
cg07012886,-0.02412
cg05433805,-0.02496
cg21375204,-0.02543
cg17846100,-0.0259
cg17981101,-0.02646
cg02194223,-0.0265
cg04014686,-0.02653
cg10668363,-0.02665
cg11772661,-0.02712
cg09036290,-0.02714
cg05620980,-0.02763
cg01066431,-0.02765
cg18303360,-0.02868
cg23351954,-0.02989
cg17765291,-0.03043
cg08395793,-0.03127
cg00928596,-0.03141
cg15667493,-0.03143
cg06349450,-0.03202
cg27483694,-0.03207
cg00860808,-0.03211
cg16053005,-0.03297
cg06701529,-0.03317
cg03856973,-0.03432
cg12600418,-0.0347
cg00368059,-0.035
cg05595088,-0.03521
cg26152983,-0.03569
cg08398005,-0.03581
cg05364038,-0.03593
cg02167837,-0.03612
cg02914097,-0.03666
cg18759743,-0.03815
cg18781032,-0.0383
cg04842472,-0.03831
cg19211931,-0.03857
cg05176970,-0.03947
cg05756029,-0.03955
cg18834058,-0.0398
cg14964327,-0.03982
cg09567511,-0.03982
cg26712763,-0.0402
cg19513940,-0.04053
cg04507775,-0.04059
cg13108304,-0.04155
cg01341487,-0.04165
cg11911679,-0.04333
cg00969119,-0.04338
cg14127188,-0.0443
cg15221739,-0.04497
cg16586261,-0.04513
cg04078601,-0.04561
cg03472888,-0.0467
cg09697403,-0.04687
cg01374729,-0.04729
cg04645034,-0.04739
cg13756768,-0.04829
cg11723795,-0.04871
cg04135110,-0.04882
cg25556122,-0.04886
cg00976797,-0.04954
cg01775612,-0.04965
cg02150767,-0.04995
cg07323141,-0.05034
cg04092800,-0.05036
cg02489685,-0.0504
cg10905736,-0.05045
cg06699216,-0.05048
cg03958744,-0.05059
cg04904318,-0.05086
cg06704969,-0.05089
cg00636368,-0.05098
cg17131579,-0.05209
cg00447970,-0.05246
cg04046889,-0.0525
cg12591491,-0.05401
cg06217314,-0.05415
cg03546163,-0.05439
cg07088771,-0.05452
cg03466198,-0.055
cg02491701,-0.05505
cg08639948,-0.05526
cg22426570,-0.05528
cg00700866,-0.05605
cg10993470,-0.05626
cg04468081,-0.05649
cg18740289,-0.05666
cg04153822,-0.05705
cg09079580,-0.05841
cg09066883,-0.05905
cg08374890,-0.05923
cg21796322,-0.06095
cg20679271,-0.06251
cg01117452,-0.06252
cg26950739,-0.0629
cg19190487,-0.06313
cg24310133,-0.06412
cg20337996,-0.06733
cg02928644,-0.06785
cg09141038,-0.07011
cg21877865,-0.07085
cg24430034,-0.07092
cg00163372,-0.07138
cg26309929,-0.07348
cg06077405,-0.07425
cg07687766,-0.07691
cg05570806,-0.07808
cg10364115,-0.07844
cg23257225,-0.08003
cg18022662,-0.08089
cg26086899,-0.08093
cg12655542,-0.08224
cg12175922,-0.08305
cg19825639,-0.08323
cg19328828,-0.08436
cg15885953,-0.08501
cg01154254,-0.08628
cg23621631,-0.08888
cg13414444,-0.08985
cg14218481,-0.09
cg02371401,-0.09154
cg22753611,-0.09211
cg07595346,-0.09236
cg12825509,-0.09259
cg00656603,-0.09274
cg13847724,-0.09383
cg06420834,-0.09432
cg24429337,-0.09477
cg25687179,-0.09513
cg20315951,-0.09543
cg09016968,-0.09637
cg13446689,-0.09676
cg11927233,-0.09837
cg24428877,-0.10042
cg26268842,-0.10044
cg09602562,-0.10062
cg00903584,-0.10087
cg16624984,-0.10091
cg20534585,-0.10227
cg01008263,-0.1025
cg10432987,-0.10431
cg13620051,-0.1056
cg23744638,-0.10701
cg17024258,-0.1084
cg01049205,-0.10889
cg06192883,-0.10937
cg22138327,-0.10979
cg26162554,-0.11034
cg02152233,-0.11271
cg21042285,-0.11295
cg02810304,-0.11368
cg26989202,-0.1149
cg20689730,-0.11636
cg07356130,-0.1164
cg17491548,-0.1179
cg10702645,-0.12153
cg26367439,-0.12512
cg26437845,-0.12583
cg05194412,-0.12666
cg19700746,-0.12731
cg14628343,-0.12904
cg25286482,-0.12986
cg27299406,-0.13122
cg06898549,-0.13241
cg01816768,-0.13273
cg07349094,-0.13617
cg12134716,-0.13722
cg23861930,-0.13836
cg17864516,-0.13969
cg14684581,-0.14109
cg26245667,-0.14367
cg24643922,-0.14385
cg11539674,-0.14397
cg10474597,-0.14859
cg08411068,-0.15218
cg14486372,-0.1528
cg06915053,-0.15347
cg02045948,-0.15508
cg26374154,-0.15643
cg01101459,-0.15717
cg06631222,-0.15974
cg12332083,-0.16713
cg13702222,-0.17186
cg23100081,-0.17593
cg27463181,-0.18579
cg08274637,-0.19748
cg14541582,-0.20066
cg20625334,-0.20307
cg13691961,-0.20501
cg22521333,-0.20815
cg22365240,-0.21054
cg16268380,-0.21114
cg05295703,-0.21138
cg13883671,-0.21745
cg27172745,-0.21869
cg26800462,-0.21911
cg19865525,-0.22907
cg08186900,-0.22984
cg26360402,-0.23182
cg17730048,-0.2339
cg17662369,-0.23483
cg21715431,-0.23986
cg24612420,-0.26309
cg22511877,-0.26541
cg08854185,-0.26967
cg26033520,-0.27319
cg23418671,-0.27694
cg06891164,-0.30256
cg03208951,-0.30367
cg07387931,-0.30597
cg13676787,-0.32172
cg17124478,-0.32367
cg14613607,-0.33597
cg07814318,-0.34484
cg05502081,-0.35004
cg16937778,-0.35026
cg06064964,-0.36722
cg27243685,-0.38663
cg08093226,-0.40729
cg19881557,-0.43769
cg26247263,-0.43877
cg09331632,-0.47818
cg05982460,-0.47888
cg18615457,-0.49267
cg22488164,-0.4931
cg24166814,-0.49784
cg26355072,-0.60343
cg08317834,-0.63283
cg08989932,-0.84361
cg20432181,-0.90646
cg18004262,-1.11061
cg06500161,-1.64435
