Feature_ID,Coef
cg10917602,-0.494595325
cg11084334,0.349242171
cg00850073,1.16181458
cg27508620,0.056099597
cg06007201,-1.610447264
cg11491284,-1.436297488
cg17472796,-0.25548265
cg27597505,0.139780459
cg26765385,-0.199449032
cg05612876,-0.002986703
cg20964423,-0.100376397
cg18933331,-0.787948935
cg11807280,-0.22853742
cg04596060,-1.257209171
cg17953385,-0.307685791
cg23097079,-0.227550911
cg04200607,-0.111438459
cg14074174,-0.412889829
cg06532163,-0.22318518
cg27386529,-0.316695822
cg23373640,0.047470717
cg15089077,0.01123484
cg23753748,-0.117256502
cg11858226,-0.446934153
cg02795076,0.273870779
cg20822990,-0.400400208
cg11789321,0.071848473
cg22864500,0.098440695
cg08429256,-0.22076517
cg26833936,0.186956655
cg10203610,-0.724287595
cg10453071,-0.156656809
cg03421353,0.079213628
cg13149736,-0.042824204
cg02204637,-0.311718177
cg04684267,0.003538131
cg04055490,-0.021288168
cg07040244,0.689775321
cg26925981,0.107090894
cg25148589,0.459395491
cg17621438,-1.212292189
cg19031565,0.97150252
cg03076094,-0.020165145
cg00593462,1.307048833
cg11220950,0.837357515
cg05106770,-0.330305964
cg12379720,0.015295215
cg24403644,0.727054033
cg01136606,-0.22331333
cg09118625,0.167419593
cg03039990,-0.102391704
cg05780020,-0.631135805
cg19034084,-0.219080179
cg05522498,0.4764963755
cg19761273,-0.8275002261
cg26921969,0.8760023815
cg01832549,1.737413198
cg09143195,-0.9330031866
cg02838492,0.0540926214
cg20592391,0.1362080888
cg09315264,0.0286468992
cg01331772,0.2458410756
cg27367526,-0.5253678768
cg09164913,-0.2327170505
cg11136562,-0.108324686
cg04999352,-0.0874845955
cg02762363,-0.1887839678
cg04149978,0.1914212256
cg05923226,0.0491339971
cg21116457,-0.0523722775
cg00772585,-0.6274431532
cg25838150,-0.0372751092
cg18448426,-0.8431439797
cg02836046,0.134177925
cg12578166,-1.578744106
cg26105310,-0.033245575
cg21144928,0.1255468111
cg18281842,0.0614474689
cg15673540,-0.5051170586
cg21809447,0.3678789494
cg04144218,0.0620010495
cg06672696,0.0246129821
cg18457597,-0.3561517005
cg12138483,0.0089863909
cg15903032,-0.3794706598
cg17616646,-0.2092443893
cg22971191,0.0499116267
cg07850604,0.0370985826
cg10647101,-0.0756504392
cg22073802,0.0010817935
cg04361926,-0.7031758165
cg17168836,-0.1431141786
cg01435493,-0.3990134475
cg03957108,0.3033211262
cg17607231,-0.1824718613
cg13575542,-0.0154032405
cg07080372,-1.358161357
cg02871659,0.029123871
cg12134570,-1.150781824
cg21874213,-2.173583432
cg24891133,0.43509971
cg04757168,0.2079715324
cg17338821,1.383617914
cg03234186,0.0992601665
cg23718736,-0.2099726884
cg23500537,2.273864083
cg17769442,0.0097916015
cg26158023,-1.424183287
cg09255514,0.0465908177
cg06396324,-0.0335746459
cg13615100,0.0211542456
cg17183905,-0.009918101
cg04521765,-0.0579468019
cg00481951,0.2956788895
cg06639320,2.724388833
cg08357125,-0.3955981862
cg05998295,0.0595476333
cg22580512,-0.6765671793
cg25478614,1.108429561
cg16032108,0.0150109243
cg01447660,-0.140999617
cg02018902,0.0003072111
cg00740914,-0.1713361318
cg01031400,-0.1023020478
cg12490835,0.2603800341
cg08234504,-0.5786591793
cg20420249,0.0007622429
cg04081402,-0.7710683342
cg14699004,-0.4201216102
cg22162281,0.1548865211
cg15519474,-0.5824243485
cg12350474,-0.0334643738
cg08657705,0.1177818002
cg02025827,-1.098484108
cg08097417,9.490930006
cg26469387,1.362352068
cg00096065,-0.1472419492
cg12145907,0.2028826443
cg04436528,-0.0994679881
cg27640528,-0.2343693418
cg06547285,0.8307639988
cg21899500,1.908172252
cg23829395,0.1710550488
cg01757168,0.0822947708
cg14748856,0.0410258086
cg19166302,-0.0247357068
cg13674411,-0.0312974821
cg02037503,-1.444851477
cg13567282,-0.1143854119
cg10625705,3.936200606
cg09929187,-0.724863898
cg13593287,-0.5265510612
cg04749507,-0.3570002419
cg21674704,0.9556649707
cg25909396,-1.27181493
cg12402251,0.7587050315
cg20515136,-0.0933647788
